Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9635238455059921,0.028485755508954633,0.4189013284375386,0.36601170986742027,18.638029474621675,0.5371656246980031
2,0.985178776866386,0.016191534481062468,0.2936145979632157,0.27397838289448107,20.76045523391036,0.599479380051295
3,0.9888869196721995,0.015918204015409092,0.6200155875647128,0.6107623830016163,20.35161498680882,0.5862144219875336
4,1.0092462860605682,0.013765128884160777,0.6307029737013945,0.6310778222544221,21.016916600215293,0.6423404816786448
5,0.9947394602707341,0.013006460206728807,0.6108530295668744,0.5959201879588617,18.49911065751027,0.5803063321113586
6,1.0007184614952709,0.012556400357709947,0.5597383509856492,0.5482594781429716,21.40824537579038,0.6519549516836802
7,0.9928650050710719,0.010973895780630596,0.481468842400489,0.4723073410214283,20.594252440222476,0.6647217667102814
8,0.9929882334591743,0.00976752592545133,0.4371863105729495,0.4289765559298028,21.88952030808782,0.6805825718243916
9,0.9977955873714707,0.009001261613544033,0.5609766580102448,0.5695411968548564,21.917646979909403,0.6780294267336527
10,0.9916447589480738,0.010033243591471043,0.6720548048987365,0.6665899716875517,21.29889053877008,0.6868815581003825
11,0.996891221865243,0.007990974429281995,0.7057061014873612,0.7006714042530282,23.456609368629206,0.7153162300586701
12,1.0054335756825528,0.006624314690724685,0.6832585343703652,0.6873898640051856,23.55116302900379,0.7125410215059916
13,0.9984869603904433,0.0062415406252017335,0.6960288326871177,0.6908141855590554,24.31454272014357,0.7287542263666789
14,1.0048538087410062,0.006209922037838948,0.6250016314416083,0.6280431177175779,23.221881160614508,0.7279548589388529
15,0.9920615911880468,0.00579655213520154,0.569878476530859,0.5624036479511991,23.907538826720586,0.7327224278450012
16,1.0055255556661953,0.005689167545817036,0.5650869853881354,0.5659334856440342,24.056043511832232,0.7398422992229462
17,0.9996024622099967,0.005804666674412328,0.4988572883129913,0.4991419735843449,24.735924070413127,0.7417300891876221
18,1.0109230833323346,0.005755804541107025,0.3439185661503955,0.34993710325482286,24.752251236485726,0.7508925410111745
19,0.9988038099546004,0.005477020324838538,0.3358817834921565,0.329021958885296,24.206034326122804,0.7469039913018545
20,0.9989122483575602,0.005473827780495566,0.32590091176417824,0.32573489262141325,24.103357022062948,0.7517325834433237
21,1.0098253478623072,0.005116250941269534,0.4055705042726387,0.4178439610809732,24.311942811608716,0.7563689692815145
22,1.0017377437648678,0.0050717647235450055,0.4908481433665296,0.49167837953805527,24.72176830606373,0.7623345994949341
23,0.9932134948832024,0.005374938049686828,0.5549824385099522,0.5482656087435026,24.639959541855934,0.7575336213906606
24,0.9950038978145047,0.005027484264962388,0.564090288915174,0.5578914838106978,25.16288185155682,0.7597869273026784
25,0.9944806202080801,0.0049184016091516625,0.5859799000268768,0.5822902197845764,25.277133473723666,0.7633411391576131
26,0.9906877247545366,0.004777572279681333,0.6364045688594241,0.6300774034168478,24.990251138990654,0.7555417346954346
27,0.9973899072497935,0.004508043640136669,0.6794945423099245,0.675190857266031,24.34550046458225,0.7593537076314291
28,1.0059293090007864,0.004734203210890839,0.6491002008046167,0.6534352813306545,25.022658794089352,0.7599483342965444
29,1.0055985664964318,0.004770983621081378,0.585108262330244,0.5838158376601691,24.62036618003897,0.7699945600827535
30,0.9972705745855702,0.004877464862047585,0.37529773734968636,0.3659879869212723,24.71352109317293,0.75863698720932
31,0.9995773493152689,0.005151057504303443,0.27619195157993653,0.2746362937567833,25.25682529860073,0.7677061756451925
32,1.0031527622963943,0.004490112136203343,0.33376406443099216,0.33920301901123884,24.553234005734673,0.767570149898529
33,0.9931480770499853,0.00478592113794731,0.4188400190106644,0.4112818750882902,24.536650356853368,0.7652112869421641
34,1.006367165316361,0.004486255573973481,0.46500667329635875,0.4713130207506075,25.075496958229255,0.7681815338134765
35,0.9975763517687602,0.004878470877157571,0.4256245078838209,0.42047346297794097,24.720063255204998,0.7663848265012105
36,0.9939186438149501,0.004756703249143185,0.3954430737977417,0.3828028743705416,24.98173367719948,0.7660429326693217
37,0.9954753433805139,0.004977880434726617,0.2908426596350757,0.2849231525734935,25.258505910281144,0.7637139511108398
38,1.0045115269361042,0.004704051607671177,0.36404320409214636,0.37220667686914644,24.870226607459514,0.7692813452084859
39,0.9988194146687893,0.004200025367087215,0.46587777103044825,0.46310886889448183,25.4729532081935,0.7698304768403371
40,0.9968368273209811,0.004516517923224389,0.4248050096725267,0.41811026912957383,25.452127449999775,0.7765598964691162
41,0.9965235234893697,0.004162865171763742,0.3507879274756262,0.3475887645748808,25.547769472142235,0.7739690295855204
42,1.001097169771369,0.004590973721742754,0.3581297287032529,0.3592295639229297,25.094291287542614,0.7728171785672505
43,0.9968644632475944,0.004311345097687895,0.3586728316476063,0.3547021185796392,24.831848883829938,0.7721077235539754
44,1.0019594242489476,0.00453207339353847,0.41591243557446017,0.4199659862058135,25.406019859779732,0.7686937260627746
45,0.9956049815985605,0.004788402983990069,0.467917614639698,0.4628252008691207,23.92465731488558,0.7719005974133809
46,0.998533340738141,0.004621684179329832,0.4500665991952931,0.43935288863253474,25.324179722430383,0.7739286176363627
47,1.0014301736818971,0.004298911008057177,0.3847117099210546,0.38404422839747093,25.414918298389164,0.7692677696545919
48,1.0016677256630184,0.004759775097334692,0.3253914807580672,0.3260553003646768,24.79563817991489,0.766431028842926
49,0.9961204084501092,0.004449323010313234,0.3282343604897897,0.3236755723266951,25.522764823907163,0.7764724183082581
50,0.9974164103906286,0.004614323143616393,0.2988689656364739,0.2950447476569706,25.043909186185935,0.7779385526974996
51,0.9940020232748072,0.004657347902760975,0.3114296217230513,0.30515688642884253,24.663715705168997,0.7692263178030649
52,1.000456783021746,0.004297941961882019,0.3284499452336259,0.3271636845367324,25.21789935634302,0.7682882889111837
53,1.0010988533794385,0.004616894719335011,0.33305323872709036,0.33303945289673703,25.33015253048598,0.7734392793973287
54,0.9984225909444139,0.004454919882428627,0.3380587328591085,0.3362968933463295,25.51602499463722,0.7769052378336588
55,0.9984894576366253,0.004204377432054718,0.3772928029943425,0.3771745235769205,25.765622813453103,0.7772646864255269
56,1.008907743380986,0.0043661419523821,0.3811451926108406,0.385033031618734,23.745167933959387,0.7741961717605591
57,1.0095770355072275,0.00474189643549753,0.3612528713590492,0.3699001339132496,25.379065985378308,0.7773541728655498
58,0.9984543113264188,0.004256771689129005,0.3934416200178435,0.39117941488442126,25.49352021516367,0.7780105209350586
59,0.9997527968268625,0.004335740970109842,0.364527609651775,0.3631965278488229,25.593992227663147,0.7809696213404338
60,1.0000433295023026,0.004479900785813266,0.37953500705035076,0.3790443622431223,25.46115476167659,0.7771091278394063
61,1.0002218046521585,0.004327532509884204,0.4121284121384041,0.41233399559971495,25.198267925399986,0.7767159159978231
62,0.9985805977997486,0.00436549248582933,0.40834516723223413,0.40638492493185147,25.310761322494084,0.7697209779421489
63,1.0053839538736074,0.004093327385585712,0.3901013999483153,0.3924530113298762,24.731832558526122,0.7778405872980754
64,1.0010975337464876,0.004685822855712173,0.4145543457267685,0.4157374586519505,24.96277029423289,0.7574709296226502
65,1.0028582460273323,0.004313935117390063,0.4077415071093104,0.40950783095423277,25.339768866237776,0.7799996344248453
66,0.998222430414844,0.003924776376542726,0.39657876594689445,0.39316422208375024,25.747583353041485,0.7823224870363871
67,1.0031835235494146,0.004249020758551389,0.3993358914050802,0.40004047662168496,25.065432226091527,0.7703692881266276
68,1.0023496440563742,0.004165657034326661,0.4116988717617092,0.4144700787428413,25.76071834999912,0.7859895428021749
69,0.9999597528809914,0.003956438923958137,0.45818324577986896,0.4590643174239681,25.582344767869095,0.7762409400939941
70,1.0014036756982025,0.003938622845525849,0.537137174070774,0.5355110862687503,25.677518353451852,0.7861430883407593
71,1.0029756193748132,0.003990768154342341,0.510251503865453,0.5099203583107217,25.91256979728261,0.7866378426551819
72,1.0034948492208853,0.004003634411351951,0.5393306479081139,0.5410724392349827,25.785404435642427,0.7811947790781657
73,1.007731828435685,0.0039861759158492886,0.5123915142207693,0.5210106603416944,25.59307169987128,0.7773108454545339
74,0.9973342197508661,0.003984657455601431,0.5069849753935206,0.5026407360832227,25.63149582299522,0.7819815977414449
75,0.9940591707404164,0.004084055946547904,0.49262097552294737,0.48403789477419734,25.574277830906645,0.7885115234057108
76,1.002111952435752,0.0040820971721730595,0.42431202302756604,0.4276899800522752,25.872888017603067,0.7859824379285176
77,1.0021240761791808,0.004010318645962611,0.47967369544525906,0.4819891039226297,25.20388967992657,0.7835145966211955
78,0.9997365653217335,0.00400174244038897,0.5286287567183102,0.5281598290270458,25.96000474614453,0.7913787810007731
79,0.9986133325516483,0.004156273826894764,0.6057298163606005,0.6037561537422078,25.972879148975707,0.7841309475898742
80,1.002334743490235,0.0038879673800953415,0.5850466904346637,0.5863528509504982,25.559693759420483,0.7821346092224121
81,0.9992732874763984,0.003633999962285285,0.8613706991795493,0.8724936693162966,25.939614759594605,0.7911539030075073
82,1.0,0.003191231849902432,1.0,1.0,25.185007262235644,0.779864030679067
83,1.0,0.0033855160323286214,1.0,1.0,25.632861845459324,0.7877852694193522
84,1.0,0.0034998706030580345,1.0,1.0,25.736362364019264,0.7813588519891103
85,1.0,0.0032771241063943224,1.0,1.0,25.886349946514954,0.7891955733299255
86,1.0,0.003376086357168965,1.0,1.0,25.92026195986768,0.7917274022102356
87,1.0,0.003285430063386626,1.0,1.0,25.95423118954871,0.7904666837056478
88,1.0,0.003478008182176982,1.0,1.0,25.473442940759377,0.7924677093823751
89,1.0,0.003504838975775559,1.0,1.0,25.408514374916567,0.7848824795087178
90,1.0,0.0035269539276395184,1.0,1.0,25.666426320098022,0.7890449237823486
91,1.0,0.0031662369011351203,1.0,1.0,25.915593306964794,0.7919924068450928
92,1.0,0.0035278098464024544,1.0,1.0,25.821933815414454,0.7853142849604289
93,1.0,0.003469202610138748,1.0,1.0,25.908765688822708,0.7868107374509176
94,1.0,0.0034741337101956127,1.0,1.0,25.846327774688547,0.7895902729034424
95,1.0,0.0032895881963115863,1.0,1.0,25.909018289197814,0.7890975912412007
96,1.0,0.003290927810857875,1.0,1.0,26.042831519738808,0.791248832543691
97,1.0,0.0032846173273473854,1.0,1.0,25.815311228142743,0.7914372420310974
98,1.0,0.003104847908165684,1.0,1.0,25.739531527273385,0.7921074914932251
99,1.0,0.003399483759201034,1.0,1.0,25.95305549923208,0.7876183597246805
100,1.0,0.003145336141707546,1.0,1.0,25.874408428905053,0.7891294050216675
